urlkey,timestamp,url,mime,mime-detected,status,digest,length,offset,filename,languages,encoding,redirect,truncated,warc_file_downloaded,remark
"edu,stanford,cs)/~merrie/papers/cascading_dwell.pdf",20240617233346,https://cs.stanford.edu/~merrie/papers/cascading_dwell.pdf,warc/revisit,,Completed,,546,8279063,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/crawldiagnostics/CC-MAIN-20240617215859-20240618005859-00857.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/citehistory_icwsm2013.pdf",20240618001010,https://cs.stanford.edu/~merrie/papers/citehistory_icwsm2013.pdf,application/pdf,application/pdf,Completed,HKMEND2DDZ67XZVVVSAESZ4F45YNRALA,634931,174164385,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00802.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/cosearch_international_development_workshop.pdf",20240617234844,https://cs.stanford.edu/~merrie/papers/cosearch_international_development_workshop.pdf,application/pdf,application/pdf,Completed,WMNRM55WO2OAFZQXTQI5CV3CNEPTEVC3,78534,171511903,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00880.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/friendsourcing_costs_chi2014.pdf",20240617233316,https://cs.stanford.edu/~merrie/papers/friendsourcing_costs_chi2014.pdf,application/pdf,application/pdf,Completed,K2NDUZ5CJTPKC4ZAZUKIVC3RDMEKNS4M,368375,157435796,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00310.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/hcic2014_socialmobile.pdf",20240623020925,https://cs.stanford.edu/~merrie/papers/hcic2014_socialmobile.pdf,warc/revisit,,Completed,,553,8550352,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00205.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/health_search_chi2014.pdf",20240617234435,https://cs.stanford.edu/~merrie/papers/health_search_chi2014.pdf,application/pdf,application/pdf,Completed,5VS32TUVI475HALGD3K6NQ36WDJTA3PJ,732529,166619790,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00006.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/mmorris-teamsearch1.pdf",20240618003942,https://cs.stanford.edu/~merrie/papers/mmorris-teamsearch1.pdf,application/pdf,application/pdf,Completed,A3HYRRNBREVYM5VYKWZK7SH44XJ6ZTRZ,318435,170033229,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00729.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/morris_cscw2013_collab_search_revisited.pdf",20240617222249,https://cs.stanford.edu/~merrie/papers/morris_cscw2013_collab_search_revisited.pdf,warc/revisit,,Completed,,559,6959463,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/crawldiagnostics/CC-MAIN-20240617215859-20240618005859-00163.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/morris_ieee_cga.pdf",20240617233518,https://cs.stanford.edu/~merrie/papers/morris_ieee_cga.pdf,warc/revisit,,Completed,,545,6876487,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/crawldiagnostics/CC-MAIN-20240617215859-20240618005859-00650.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/qna_hashtags_chi2014.pdf",20240617232406,https://cs.stanford.edu/~merrie/papers/qna_hashtags_chi2014.pdf,application/pdf,application/pdf,Completed,7G5JGJVWUWCKOU3INUZ4VCI63BGJWVED,390982,161771016,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00407.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/scalable_social_alttext.pdf",20240617222835,https://cs.stanford.edu/~merrie/papers/scalable_social_alttext.pdf,application/pdf,application/pdf,Completed,YRCRVOAJ6Z4OUZT3HWV2AI7FFONZXHRI,253206,170062770,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00399.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/smqa_cscw2014.pdf",20240617224702,https://cs.stanford.edu/~merrie/papers/smqa_cscw2014.pdf,application/pdf,application/pdf,Completed,QOPQCWEGUDQOVIERDRNN4KDDASCD6BAT,412079,167512493,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00135.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/teamtag.pdf",20240617221626,https://cs.stanford.edu/~merrie/papers/teamtag.pdf,warc/revisit,,Completed,,536,7381729,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/crawldiagnostics/CC-MAIN-20240617215859-20240618005859-00862.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/trends_icwsm2013.pdf",20240617220729,https://cs.stanford.edu/~merrie/papers/trends_icwsm2013.pdf,application/pdf,application/pdf,Completed,F4RRVQKBNM6DEFKTZ57PKHGUNB6U7244,614705,163699302,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00593.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/papers/wsdm11-twitter.pdf",20240618001431,https://cs.stanford.edu/~merrie/papers/wsdm11-twitter.pdf,application/pdf,application/pdf,Completed,K74W2HKOLS5XROOKKKQFTZZ3PTWWOTCB,281852,155868724,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00262.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/robots.txt",20240614225534,http://cs.stanford.edu/~merrie/robots.txt,text/html,text/html,Completed,37YCOGXWI4HA4XCRGP633ZHMIWWVGV54,687,69951,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/robotstxt/CC-MAIN-20240614204739-20240614234739-00473.warc.gz,,,https://www.cs.stanford.edu/~merrie/robots.txt,,False,
"edu,stanford,cs)/~merrie/robots.txt",20240614225535,https://www.cs.stanford.edu/~merrie/robots.txt,text/html,application/xhtml+xml,Completed,QWEHQODYIFPQMBYMVSNWBIBLLT4ZFI2B,890,1343494,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/robotstxt/CC-MAIN-20240614204739-20240614234739-00823.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie/temp/swarm.pdf?from=https://research.microsoft.com/en-us/um/people/merrie/temp/swarm.pdf&type=path",20240623185411,http://cs.stanford.edu/~merrie/temp/swarm.pdf?from=https://research.microsoft.com/en-us/um/people/merrie/temp/swarm.pdf&type=path,text/html,text/html,Completed,OVYFWOPYBZGPHRUYSQR2LYQBMEK3SRWY,745,314599,crawl-data/CC-MAIN-2024-26/segments/1718198862488.55/crawldiagnostics/CC-MAIN-20240623162925-20240623192925-00137.warc.gz,,,https://www.cs.stanford.edu/~merrie/temp/swarm.pdf?from=https://research.microsoft.com/en-us/um/people/merrie/temp/swarm.pdf&type=path,,False,
"edu,stanford,cs)/~merrie/temp/swarm.pdf?from=https://research.microsoft.com/en-us/um/people/merrie/temp/swarm.pdf&type=path",20240623185411,https://www.cs.stanford.edu/~merrie/temp/swarm.pdf?from=https://research.microsoft.com/en-us/um/people/merrie/temp/swarm.pdf&type=path,text/html,application/xhtml+xml,Completed,RSIDLD4M6H6NQFVJPRLLJBTHO44M7VNY,950,28376736,crawl-data/CC-MAIN-2024-26/segments/1718198862488.55/crawldiagnostics/CC-MAIN-20240623162925-20240623192925-00023.warc.gz,,,,,False,
"edu,stanford,cs)/~merrie?from=https://research.microsoft.com/en-us/um/people/merrie&type=exact",20240623180021,http://cs.stanford.edu/~merrie/?from=https://research.microsoft.com/en-us/um/people/merrie&type=exact,text/html,text/html,Completed,44I55QY6H4ZFGEFQH7VIUJMO52R4Z6XY,734,292159,crawl-data/CC-MAIN-2024-26/segments/1718198862488.55/crawldiagnostics/CC-MAIN-20240623162925-20240623192925-00696.warc.gz,,,https://www.cs.stanford.edu/~merrie/?from=https://research.microsoft.com/en-us/um/people/merrie&type=exact,,False,
"edu,stanford,cs)/~merrie?from=https://research.microsoft.com/en-us/um/people/merrie&type=exact",20240623180022,https://www.cs.stanford.edu/~merrie/?from=https://research.microsoft.com/en-us/um/people/merrie&type=exact,text/html,application/xhtml+xml,Completed,RSIDLD4M6H6NQFVJPRLLJBTHO44M7VNY,939,29731003,crawl-data/CC-MAIN-2024-26/segments/1718198862488.55/crawldiagnostics/CC-MAIN-20240623162925-20240623192925-00462.warc.gz,,,,,False,
"edu,stanford,cs)/~michels",20240623010053,https://cs.stanford.edu/~michels/,text/html,text/html,Completed,2BVZKQ6TLBCJZXXSPEVZBFOG775FBAVM,702,8269588,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00174.warc.gz,,,http://dmichels.de/,,False,
"edu,stanford,cs)/~mquigley",20240623012822,https://cs.stanford.edu/~mquigley/,text/html,text/html,Completed,SNVXHXMQ25FWYVTWA5WYLGE6A6M6TIS4,707,8464222,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00824.warc.gz,,,http://xenon.stanford.edu/~mquigley/,,False,
"edu,stanford,cs)/~mquigley",20240623025534,https://cs.stanford.edu/~mquigley,text/html,text/html,Completed,ZT2CO3U7NBHOOG6QQUEKZCTET72QARO2,705,7778380,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00891.warc.gz,,,http://xenon.stanford.edu/~mquigley,,False,
"edu,stanford,cs)/~myasu/projects/scisumm_net/index.html",20240623022326,https://cs.stanford.edu/~myasu/projects/scisumm_net/index.html,warc/revisit,,Completed,,549,6480624,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00012.warc.gz,,,,,False,
"edu,stanford,cs)/~nfliu",20240623121458,https://cs.stanford.edu/~nfliu/,text/html,text/html,Completed,XLCXQSY4YL6C5OTNQRL2S5KHIWLKZRPW,16179,168512743,crawl-data/CC-MAIN-2024-26/segments/1718198862466.81/warc/CC-MAIN-20240623100101-20240623130101-00741.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/~nfliu/papers/liu+levy+schwartz+tan+smith.repl4nlp2018.pdf",20240613051822,https://cs.stanford.edu/~nfliu/papers/liu+levy+schwartz+tan+smith.repl4nlp2018.pdf,application/pdf,application/pdf,Completed,3J5U5R4PP2G6QKRS34FOJIZ2JIRO26FB,211482,175583025,crawl-data/CC-MAIN-2024-26/segments/1718198861342.11/warc/CC-MAIN-20240613025523-20240613055523-00767.warc.gz,,,,,False,
"edu,stanford,cs)/~nfliu/papers/lost-in-the-middle",20240623052140,https://cs.stanford.edu/~nfliu/papers/lost-in-the-middle,text/html,text/html,Completed,ZSYAAHGSXCHWLMIA3O6LVQO2WAIH6UZQ,720,7892034,crawl-data/CC-MAIN-2024-26/segments/1718198862430.93/crawldiagnostics/CC-MAIN-20240623033236-20240623063236-00143.warc.gz,,,https://cs.stanford.edu/~nfliu/papers/lost-in-the-middle/,,False,
"edu,stanford,cs)/~nfliu/papers/lost-in-the-middle",20240623052140,https://cs.stanford.edu/~nfliu/papers/lost-in-the-middle/,text/html,text/html,Completed,4YDOJNRCRPJXMHOUJGIY3ADHBUYKMNF4,1424,156414285,crawl-data/CC-MAIN-2024-26/segments/1718198862430.93/warc/CC-MAIN-20240623033236-20240623063236-00240.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/~nfliu/papers/lost-in-the-middle.arxiv2023.bib",20240623022820,https://cs.stanford.edu/~nfliu/papers/lost-in-the-middle.arxiv2023.bib,text/plain,application/x-bibtex-text-file,Completed,UZLQYLOLY34Q3WFY4NWV4AGQ3G7RJSPB,874,168139114,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00865.warc.gz,,,,,False,
"edu,stanford,cs)/~nfliu/papers/lstms-exploit-linguistic-attributes",20240623024652,https://cs.stanford.edu/~nfliu/papers/lstms-exploit-linguistic-attributes,text/html,text/html,Completed,WE2AY5TMOSS45LVJ66Y34KJRUDSUXYTQ,733,7701479,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00032.warc.gz,,,https://cs.stanford.edu/~nfliu/papers/lstms-exploit-linguistic-attributes/,,False,
"edu,stanford,cs)/~nfliu/papers/lstms-exploit-linguistic-attributes",20240623024652,https://cs.stanford.edu/~nfliu/papers/lstms-exploit-linguistic-attributes/,text/html,text/html,Completed,MWMJK4FH4HLNKMRJZ35PNVH57HRQWUTL,1454,163518050,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00279.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/~nfliu/robots.txt",20240623052140,https://cs.stanford.edu/~nfliu/robots.txt,text/plain,text/x-robots,Completed,FBJKAYWY26RL5K7I7JEQCTUKFZ2NT2CN,639,585696,crawl-data/CC-MAIN-2024-26/segments/1718198862430.93/robotstxt/CC-MAIN-20240623033236-20240623063236-00236.warc.gz,,,,,False,
"edu,stanford,cs)/~nfliu/robots.txt",20240623121457,https://cs.stanford.edu/~nfliu/robots.txt,text/plain,text/x-robots,Completed,FBJKAYWY26RL5K7I7JEQCTUKFZ2NT2CN,642,710454,crawl-data/CC-MAIN-2024-26/segments/1718198862466.81/robotstxt/CC-MAIN-20240623100101-20240623130101-00236.warc.gz,,,,,False,
"edu,stanford,cs)/~niemetz/competitions/bitwuzla-2021.html",20240623015302,https://cs.stanford.edu/~niemetz/competitions/bitwuzla-2021.html,text/html,text/html,Completed,ZBX7A56QSZK3MRPSAM7MWHIXGVYIEUCD,2705,161522705,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00597.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/~niemetz/competitions/bitwuzla-2022.html",20240613042703,https://cs.stanford.edu/~niemetz/competitions/bitwuzla-2022.html,text/html,text/html,Completed,F6OLNM3B4NTXAGGA4W4ZAXNSS7RLFYQ5,2759,160142852,crawl-data/CC-MAIN-2024-26/segments/1718198861342.11/warc/CC-MAIN-20240613025523-20240613055523-00748.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/~niemetz/competitions/boolector-2015.html",20240613034947,https://cs.stanford.edu/~niemetz/competitions/boolector-2015.html,text/html,text/html,Completed,TH5CS6AHLIGOWD7I6GDAGNWV4U2DIO32,2362,176575399,crawl-data/CC-MAIN-2024-26/segments/1718198861342.11/warc/CC-MAIN-20240613025523-20240613055523-00599.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/~niemetz/competitions/boolector-2019.html",20240623013910,https://cs.stanford.edu/~niemetz/competitions/boolector-2019.html,text/html,text/html,Completed,2W4CNISG23FCNEEM55LGB67CHVAK2WP2,2746,162273434,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00303.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/~niemetz/competitions/cvc5-2021.html",20240613051051,https://cs.stanford.edu/~niemetz/competitions/cvc5-2021.html,text/html,text/html,Completed,44ZDRL4JWQI65RX6FBWH2HI24BNF2MBL,2987,174750893,crawl-data/CC-MAIN-2024-26/segments/1718198861342.11/warc/CC-MAIN-20240613025523-20240613055523-00230.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/~niemetz/publications.html",20240623023407,https://cs.stanford.edu/~niemetz/publications.html,text/html,text/html,Completed,TKFDA2QZ3CB46QJBZ724E54Y7KGS4MRA,7869,167607779,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00721.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/~niemetz/talks/niemetz-centaur23.pdf",20240617225946,https://cs.stanford.edu/~niemetz/talks/Niemetz-CENTAUR23.pdf,application/pdf,application/pdf,Completed,HFQ4PFSM5JHJZ4LZ7JWKH3GCO2T3F7XN,456562,166000079,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00461.warc.gz,,,,,False,
"edu,stanford,cs)/~niemetz/talks/niemetz-shonan23.pdf",20240617231620,https://cs.stanford.edu/~niemetz/talks/Niemetz-Shonan23.pdf,application/pdf,application/pdf,Completed,IXHXVI2VAGMSZVWBDLYLRKGBKIILUYVX,985157,165637285,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00760.warc.gz,,,,length,False,
"edu,stanford,cs)/~pabbeel/irl",20240614220255,https://www.cs.stanford.edu/~pabbeel/irl,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10623,26244197,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00768.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeel06a.pdf",20240614225949,https://www.cs.stanford.edu/~pabbeel/pubs/abbeel06a.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10635,26182459,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00898.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelcoateshunterng_aaoarch_iser2008.pdf",20240614225045,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelCoatesHunterNg_aaoarch_iser2008.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10658,27135631,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00411.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelcoatesquigleyng_aaorltahf_nips2006.pdf",20240614223511,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelCoatesQuigleyNg_aaorltahf_nips2006.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10667,26173886,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00567.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeeldolgovngthrun_alfmpwatpln_iros2008.pdf",20240614221328,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelDolgovNgThrun_alfmpwatpln_iros2008.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10663,26760577,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00115.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelganapathing_lvdwatmh_nips2005.pdf",20240614230651,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelGanapathiNg_lvdwatmh_NIPS2005.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10656,28155245,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00069.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelkollerng_lfgiptasc_uai2005.pdf",20240614210355,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelKollerNg_lfgiptasc_UAI2005.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10658,27203145,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00874.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelng_alvirl_icml2004-supplements.pdf",20240614221644,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelNg_alvirl_ICML2004-supplements.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10652,28331678,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00614.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelng_alvirl_icml2004.pdf",20240614214625,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelNg_alvirl_ICML2004.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10647,29557390,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00681.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelng_eaalirl_icml2005.pdf",20240614231735,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelNg_eaalirl_ICML2005.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10652,24689871,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00080.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelng_eaalirl_icml2005long.pdf",20240614212315,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelNg_eaalirl_ICML2005long.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10665,29112921,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00088.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelng_lfommfc_nips2004.pdf",20240614230916,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelNg_lfommfc_NIPS2004.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10652,27676923,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00074.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelquigleyng_uimirl_icml2006.pdf",20240614225301,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelQuigleyNg_uimirl_ICML2006.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10655,25116040,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00513.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/abbeelquigleyng_uimirl_icml2006long.pdf",20240614215312,https://www.cs.stanford.edu/~pabbeel/pubs/AbbeelQuigleyNg_uimirl_ICML2006long.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10660,27342964,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00133.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/acmnt_dtokf_rss2005.pdf",20240614212717,https://www.cs.stanford.edu/~pabbeel/pubs/ACMNT_dtokf_RSS2005.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10660,26119872,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00440.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/chechikheitzelidanabbeelkoller_mmcoid_nips2006.pdf",20240614230335,https://www.cs.stanford.edu/~pabbeel/pubs/ChechikHeitzElidanAbbeelKoller_mmcoid_nips2006.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10669,28794039,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00751.warc.gz,,,,,False,
"edu,stanford,cs)/~pabbeel/pubs/coatesabbeelng_lfcfmd_icml2008.pdf",20240614225335,https://www.cs.stanford.edu/~pabbeel/pubs/CoatesAbbeelNg_lfcfmd_icml2008.pdf,text/html,text/html,Completed,VIW6BZ264ZXEVFVEZYS24WMDDSGQCEXK,10649,26368641,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/crawldiagnostics/CC-MAIN-20240614204739-20240614234739-00410.warc.gz,,,,,False,
